"PathwayName"	"DataBase"	"SignatureSize"	"PathwaySize"	"Overlap"	"Pvalue"	"Qvalue"	"OverlapGenes"
"REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS"	"MSigDB_c2_cp_reactome"	"1200"	"  22"	"  4"	"2.748521e-02"	"1.337650e-01"	"GNG2 GNGT2 KCNJ16 KCNJ2"
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION"	"MSigDB_c2_cp_reactome"	"1200"	"  70"	"  4"	"6.711280e-01"	"8.963997e-01"	"TLR7 MEF2A MYD88 PPP2CA"
"REACTOME_GABA_B_RECEPTOR_ACTIVATION"	"MSigDB_c2_cp_reactome"	"1200"	"  35"	"  5"	"5.756446e-02"	"2.215689e-01"	"GNAI3 GNG2 GNGT2 KCNJ16 KCNJ2"
"REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  1"	"3.715921e-01"	"6.678837e-01"	"EXOSC9"
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"	"MSigDB_c2_cp_reactome"	"1200"	"  33"	"  2"	"5.003808e-01"	"7.787236e-01"	"B4GALT5 SAR1B"
"REACTOME_IRON_UPTAKE_AND_TRANSPORT"	"MSigDB_c2_cp_reactome"	"1200"	"  34"	"  7"	"4.625480e-03"	"3.567478e-02"	"ATP6V1H ATP6V0D2 ATP6V1G1 ATP6V1B2 HMOX2 ATP6V0C ATP6V0E1"
"REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  1"	"3.715921e-01"	"6.678837e-01"	"EXOSC9"
"REACTOME_INTERFERON_GAMMA_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	"  43"	"  3"	"4.567454e-01"	"7.418477e-01"	"SUMO1 IFNGR1 CAMK2A"
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES"	"MSigDB_c2_cp_reactome"	"1200"	"  31"	"  3"	"2.347613e-01"	"5.222608e-01"	"ATP2A2 ATP1A3 ATP1B3"
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	"  36"	"  2"	"5.602486e-01"	"8.242118e-01"	"EGR1 IFIT2"
"REACTOME_GABA_RECEPTOR_ACTIVATION"	"MSigDB_c2_cp_reactome"	"1200"	"  43"	"  5"	"1.269979e-01"	"3.666164e-01"	"GNAI3 GNG2 GNGT2 KCNJ16 KCNJ2"
"REACTOME_KINESINS"	"MSigDB_c2_cp_reactome"	"1200"	"  21"	"  1"	"5.111569e-01"	"7.859013e-01"	"KIF18A"
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI"	"MSigDB_c2_cp_reactome"	"1200"	"  18"	"  1"	"4.297149e-01"	"7.157042e-01"	"B4GALT5"
"REACTOME_INTERFERON_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	" 112"	" 15"	"1.682946e-02"	"9.316719e-02"	"SUMO1 EIF4E2 EIF4E EIF4G2 NUP43 IFNGR1 NUP37 UBE2E1 NUPL1 EIF4A1 KPNA2 EIF4A3 EGR1 CAMK2A IFIT2"
"REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	"  28"	"  2"	"3.924632e-01"	"6.886110e-01"	"UBE2D3 ATG5"
"REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE"	"MSigDB_c2_cp_reactome"	"1200"	"  67"	"  4"	"6.325894e-01"	"8.720458e-01"	"LY96 MEF2A PPP2CA TICAM2"
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING"	"MSigDB_c2_cp_reactome"	"1200"	"  24"	"  6"	"2.156305e-03"	"1.965240e-02"	"ATP6V1H ATP6V0D2 ATP6V1G1 ATP6V1B2 ATP6V0C ATP6V0E1"
"REACTOME_ION_CHANNEL_TRANSPORT"	"MSigDB_c2_cp_reactome"	"1200"	"  44"	"  4"	"2.762127e-01"	"5.745825e-01"	"ATP2A2 ATP1A3 GLRA3 ATP1B3"
"REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0"	"MSigDB_c2_cp_reactome"	"1200"	"  49"	" 19"	"3.103670e-10"	"2.098835e-08"	"PSMB7 PSMA7 PSMB2 PSMC2 PSMC4 PSMA1 PSMD13 PSMD6 PSMC6 PSMB5 PSMA4 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1"
"REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS"	"MSigDB_c2_cp_reactome"	"1200"	"  54"	"  2"	"8.190972e-01"	"9.587597e-01"	"UBE2D3 ATG5"
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER"	"MSigDB_c2_cp_reactome"	"1200"	"  20"	"  1"	"4.848568e-01"	"7.657610e-01"	"GTF2H2"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION"	"MSigDB_c2_cp_reactome"	"1200"	"  71"	"  4"	"6.833638e-01"	"9.051372e-01"	"MED4 MED7 MED31 MED6"
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT"	"MSigDB_c2_cp_reactome"	"1200"	"  25"	"  3"	"1.359902e-01"	"3.784722e-01"	"CHMP2A VPS4A SNF8"
"REACTOME_MEIOTIC_RECOMBINATION"	"MSigDB_c2_cp_reactome"	"1200"	"  33"	"  1"	"7.548488e-01"	"9.362941e-01"	"H2AFZ"
"REACTOME_IL_2_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	"  38"	"  0"	"9.585112e-01"	"9.988232e-01"	""
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION"	"MSigDB_c2_cp_reactome"	"1200"	"  33"	"  2"	"5.003808e-01"	"7.787236e-01"	"RAP1A RAP1B"
"REACTOME_SIGNALING_BY_NOTCH"	"MSigDB_c2_cp_reactome"	"1200"	"  95"	"  5"	"7.839986e-01"	"9.436664e-01"	"ATP2A2 PSENEN CCND1 DLK1 RBX1"
"REACTOME_LAGGING_STRAND_SYNTHESIS"	"MSigDB_c2_cp_reactome"	"1200"	"  18"	"  2"	"1.711659e-01"	"4.333133e-01"	"RFC4 FEN1"
"REACTOME_INTRINSIC_PATHWAY"	"MSigDB_c2_cp_reactome"	"1200"	"  15"	"  2"	"1.136277e-01"	"3.398003e-01"	"SERPING1 F10"
"REACTOME_DNA_REPLICATION"	"MSigDB_c2_cp_reactome"	"1200"	" 178"	" 31"	"1.218607e-05"	"2.814292e-04"	"NUF2 PSMB7 KIF18A PSMA7 PSMB2 PSMC2 B9D2 PSMC4 PSMA1 PSMD13 NUP43 NUP37 PSMD6 PSMC6 PSMB5 PSMA4 PPP2CA NDEL1 PSMB6 PSMB3 PSMD12 PSMA2 CENPP PSMA6 PSMA3 PSMC1 RFC4 PSMB1 CDKN1A CENPQ FEN1"
"REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_"	"MSigDB_c2_cp_reactome"	"1200"	"  42"	"  7"	"1.702790e-02"	"9.401058e-02"	"SNRPE SNRPB MAGOH SNRPD3 SRSF3 U2AF1 SRSF7"
"REACTOME_PKB_MEDIATED_EVENTS"	"MSigDB_c2_cp_reactome"	"1200"	"  27"	"  1"	"6.494953e-01"	"8.846898e-01"	"EIF4E"
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION"	"MSigDB_c2_cp_reactome"	"1200"	"  29"	"  1"	"6.881255e-01"	"9.075160e-01"	"PPP2CA"
"REACTOME_METABOLISM_OF_CARBOHYDRATES"	"MSigDB_c2_cp_reactome"	"1200"	" 215"	" 22"	"9.572362e-02"	"3.033809e-01"	"CHST1 B4GALT5 BGN PGK1 PRPS1 PRPS2 HS2ST1 SLC2A1 NUP43 DSE PFKL NUP37 GOT2 NUPL1 GLCE UGP2 MDH1 PPP2CA HS3ST3B1 ALDOC G6PC PGAM1"
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"	"MSigDB_c2_cp_reactome"	"1200"	"  96"	"  9"	"2.400470e-01"	"5.238324e-01"	"ATP6V1H THEM4 EIF4E ATP6V0D2 ATP6V1G1 ATP6V1B2 FGF10 ATP6V0C ATP6V0E1"
"REACTOME_PURINE_METABOLISM"	"MSigDB_c2_cp_reactome"	"1200"	"  30"	"  8"	"4.070587e-04"	"5.200834e-03"	"ATIC HPRT1 GMPS ADK GMPR2 NT5E NT5C XDH"
"REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER"	"MSigDB_c2_cp_reactome"	"1200"	"  26"	"  5"	"1.503648e-02"	"8.548376e-02"	"POLR3K SNAPC5 POLR2K POLR2H POLR1C"
"REACTOME_APOPTOSIS"	"MSigDB_c2_cp_reactome"	"1200"	" 133"	" 27"	"1.843616e-06"	"5.247874e-05"	"PSMB7 PSMA7 MST4 BCAP31 CASP6 PSMB2 PSMC2 DIABLO PSMC4 BAX PSMA1 PSMD13 PSMD6 APPL1 PSMC6 PSMB5 PSMA4 PSMB6 PSMB3 PSMD12 PSMA2 HIST1H1C PSMA6 PSMA3 PSMC1 H1F0 PSMB1"
"REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT"	"MSigDB_c2_cp_reactome"	"1200"	"  41"	"  2"	"6.497238e-01"	"8.820562e-01"	"APOC2 SAR1B"
"REACTOME_HEMOSTASIS"	"MSigDB_c2_cp_reactome"	"1200"	" 390"	" 21"	"9.727030e-01"	"1.000000e+00"	"PLA2G4A SERPING1 KIF18A THBD LAMP2 RAP1A GNAI3 CDC42 ATP2A2 SERPINE1 RAP1B CD63 F10 GNG2 SLC7A7 ATP1B3 DOCK3 PPIA PPP2CA GNGT2 PRKCA"
"REACTOME_INFLUENZA_LIFE_CYCLE"	"MSigDB_c2_cp_reactome"	"1200"	" 113"	" 17"	"3.773317e-03"	"3.070838e-02"	"RPL39 RAN POLR2J RPS11 RPS3 RPS15A NUP43 NUP37 NUPL1 RPS25 RPL30 POLR2K POLR2H RPS18 POLR2D RPS14 POLR2G"
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION"	"MSigDB_c2_cp_reactome"	"1200"	"  82"	" 13"	"5.369683e-03"	"3.995436e-02"	"RPL39 POLR2J RPS11 RPS3 RPS15A RPS25 RPL30 POLR2K POLR2H RPS18 POLR2D RPS14 POLR2G"
"REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY"	"MSigDB_c2_cp_reactome"	"1200"	"  25"	"  4"	"4.548496e-02"	"1.889161e-01"	"RAN NUP43 NUP37 NUPL1"
"REACTOME_HIV_INFECTION"	"MSigDB_c2_cp_reactome"	"1200"	" 181"	" 45"	"1.038287e-12"	"1.444163e-10"	"ATP6V1H TCEB1 PSMB7 PSMA7 SLC25A5 AP1S2 TAF13 GTF2B PSMB2 PSMC2 RAN POLR2J PSMC4 PSMA1 PSMD13 NUP43 NUP37 GTF2E2 SLC25A4 PSMD6 PSMC6 PSMB5 NUPL1 CUL5 PSMA4 PPIA NPM1 PSMB6 PSMB3 PSMD12 PSMA2 XRCC4 GTF2H2 TAF9 PSMA6 PSMA3 PSMC1 POLR2K POLR2H PSMB1 RBX1 POLR2D BANF1 POLR2G FEN1"
"REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS"	"MSigDB_c2_cp_reactome"	"1200"	"  25"	"  3"	"1.359902e-01"	"3.784722e-01"	"NUP43 NUP37 NUPL1"
"REACTOME_HIV_LIFE_CYCLE"	"MSigDB_c2_cp_reactome"	"1200"	" 104"	" 19"	"1.979962e-04"	"2.898892e-03"	"TCEB1 TAF13 GTF2B RAN POLR2J NUP43 NUP37 GTF2E2 NUPL1 PPIA XRCC4 GTF2H2 TAF9 POLR2K POLR2H POLR2D BANF1 POLR2G FEN1"
"REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT"	"MSigDB_c2_cp_reactome"	"1200"	"  17"	"  5"	"1.505584e-03"	"1.486157e-02"	"POLR2J POLR2K POLR2H POLR2D POLR2G"
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"	"MSigDB_c2_cp_reactome"	"1200"	" 116"	" 33"	"1.359063e-11"	"1.434046e-09"	"ATP6V1H TCEB1 PSMB7 PSMA7 SLC25A5 AP1S2 PSMB2 PSMC2 RAN PSMC4 PSMA1 PSMD13 NUP43 NUP37 SLC25A4 PSMD6 PSMC6 PSMB5 NUPL1 CUL5 PSMA4 PPIA NPM1 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1 RBX1 BANF1"
"REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION"	"MSigDB_c2_cp_reactome"	"1200"	"  19"	"  4"	"1.481948e-02"	"8.472229e-02"	"POLR3K POLR2K POLR2H POLR1C"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_"	"MSigDB_c2_cp_reactome"	"1200"	"  71"	" 26"	"1.837560e-12"	"2.342888e-10"	"NDUFB3 ATP5C1 NDUFA8 NDUFA1 COX7B ATP5F1 NDUFB6 UQCRH NDUFS5 SDHB ATP5I ATP5J2 NDUFA3 COX6B1 NDUFC2 UQCRC2 NDUFA12 ATP5L UQCRB COX7C NDUFS4 ATP5O NDUFB10 NDUFV2 NDUFA2 NDUFS8"
"REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX"	"MSigDB_c2_cp_reactome"	"1200"	"  26"	"  6"	"3.557714e-03"	"2.908912e-02"	"POLR2J GTF2H2 POLR2K POLR2H POLR2D POLR2G"
"REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE"	"MSigDB_c2_cp_reactome"	"1200"	"  91"	" 15"	"2.230212e-03"	"2.010147e-02"	"TCEB1 TAF13 GTF2B RAN POLR2J NUP43 NUP37 GTF2E2 NUPL1 GTF2H2 TAF9 POLR2K POLR2H POLR2D POLR2G"
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS"	"MSigDB_c2_cp_reactome"	"1200"	"  29"	"  6"	"6.833343e-03"	"4.749581e-02"	"SLC25A5 NUP43 NUP37 SLC25A4 NUPL1 BANF1"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"	"MSigDB_c2_cp_reactome"	"1200"	"  64"	" 24"	"6.036153e-12"	"6.538276e-10"	"PSMB7 PSMA7 PSMB2 PSMC2 ANAPC4 PSMC4 PSMA1 PSMD13 CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 PSMA4 PTTG1 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	"MSigDB_c2_cp_reactome"	"1200"	"  34"	"  2"	"5.208092e-01"	"7.935646e-01"	"RFC4 CDC25C"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS"	"MSigDB_c2_cp_reactome"	"1200"	"  64"	" 24"	"6.036153e-12"	"6.538276e-10"	"PSMB7 PSMA7 PSMB2 PSMC2 ANAPC4 PSMC4 PSMA1 PSMD13 CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 PSMA4 PTTG1 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1"
"REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C"	"MSigDB_c2_cp_reactome"	"1200"	"  56"	" 23"	"1.445399e-12"	"1.923010e-10"	"PSMB7 PSMA7 PSMB2 PSMC2 ANAPC4 PSMC4 PSMA1 PSMD13 CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 PSMA4 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1"
"REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE"	"MSigDB_c2_cp_reactome"	"1200"	"  76"	"  6"	"4.100021e-01"	"6.991398e-01"	"LY96 TLR1 TLR6 MEF2A MYD88 PPP2CA"
"REACTOME_INNATE_IMMUNE_SYSTEM"	"MSigDB_c2_cp_reactome"	"1200"	" 191"	" 16"	"3.640112e-01"	"6.635140e-01"	"LY96 AIM2 TLR5 TLR7 UBE2D3 TLR1 TLR6 P2RX7 MEF2A PYCARD ATG5 RIPK3 MYD88 PPP2CA C2 TICAM2"
"REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN"	"MSigDB_c2_cp_reactome"	"1200"	"  25"	"  3"	"1.359902e-01"	"3.784722e-01"	"NUP43 NUP37 NUPL1"
"REACTOME_MITOTIC_PROMETAPHASE"	"MSigDB_c2_cp_reactome"	"1200"	"  80"	"  9"	"1.061290e-01"	"3.267149e-01"	"NUF2 KIF18A B9D2 NUP43 NUP37 PPP2CA NDEL1 CENPP CENPQ"
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B"	"MSigDB_c2_cp_reactome"	"1200"	"  18"	"  4"	"1.167539e-02"	"7.170437e-02"	"ANAPC4 CDC16 ANAPC10 UBE2E1"
"REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1"	"MSigDB_c2_cp_reactome"	"1200"	"  49"	" 19"	"3.103670e-10"	"2.098835e-08"	"PSMB7 PSMA7 PSMB2 PSMC2 PSMC4 PSMA1 PSMD13 PSMD6 PSMC6 PSMB5 PSMA4 PSMB6 PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 PSMB1"
"REACTOME_LIPOPROTEIN_METABOLISM"	"MSigDB_c2_cp_reactome"	"1200"	"  26"	"  2"	"3.474634e-01"	"6.445820e-01"	"APOC2 SAR1B"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  0"	"7.378661e-01"	"9.306008e-01"	""
"REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS"	"MSigDB_c2_cp_reactome"	"1200"	"  27"	"  2"	"3.700378e-01"	"6.702075e-01"	"ATP6V1H AP1S2"
"REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  2"	"1.319095e-01"	"3.740033e-01"	"APOC2 SAR1B"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX"	"MSigDB_c2_cp_reactome"	"1200"	"  60"	"  4"	"5.327887e-01"	"8.025270e-01"	"UBE2D3 SERPINE1 PARD6A SMAD2"
"REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  4"	"6.808012e-03"	"4.764441e-02"	"ANAPC4 CDC16 ANAPC10 UBE2E1"
"REACTOME_ACTIVATED_TLR4_SIGNALLING"	"MSigDB_c2_cp_reactome"	"1200"	"  86"	"  7"	"3.856218e-01"	"6.810983e-01"	"LY96 TLR1 TLR6 MEF2A MYD88 PPP2CA TICAM2"
"REACTOME_IMMUNE_SYSTEM"	"MSigDB_c2_cp_reactome"	"1200"	" 752"	" 85"	"4.756377e-04"	"5.928519e-03"	"UBE2W TCEB1 LY96 IL1R1 SUMO1 EIF4E2 AIM2 TLR5 PSMB7 KIF18A PSMA7 AP1S2 TLR7 THEM4 RAP1A UBE2D3 EIF4E DCTN3 PSMB2 CDC42 FBXO6 FBXO2 PSMC2 ANAPC4 TLR1 TLR6 TEC RCHY1 P2RX7 PSMC4 TYROBP MEF2A EIF4G2 PSMA1 DCTN5 PYCARD PSMD13 ULBP1 NUP43 IFNGR1 ATG5 NUP37 RAP1B CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 RIPK3 NUPL1 SEC61G CUL5 PSMA4 SPSB4 MYD88 REL FBXW11 SAR1B PPP2CA EIF4A1 PSMB6 BLMH PSMB3 KPNA2 PSMD12 EIF4A3 PSMA2 PSMA6 PSMA3 PSMC1 FBXO4 UBE2V2 BTLA PSMB1 CDKN1A C2 RBX1 CUL2 EGR1 TRIM36 TICAM2 CAMK2A CD274 IFIT2"
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	"MSigDB_c2_cp_reactome"	"1200"	"  16"	"  4"	"6.808012e-03"	"4.764441e-02"	"ANAPC4 CDC16 ANAPC10 UBE2E1"
"REACTOME_GLUTATHIONE_CONJUGATION"	"MSigDB_c2_cp_reactome"	"1200"	"  18"	"  2"	"1.711659e-01"	"4.333133e-01"	"GSS GSTM1"
"REACTOME_COMPLEMENT_CASCADE"	"MSigDB_c2_cp_reactome"	"1200"	"  17"	"  1"	"4.009872e-01"	"6.939182e-01"	"C2"
"REACTOME_PHASE_II_CONJUGATION"	"MSigDB_c2_cp_reactome"	"1200"	"  41"	"  7"	"1.479477e-02"	"8.493810e-02"	"GSS GSTM1 UGDH SULT2B1 UGP2 SULT4A1 COMT"
"REACTOME_TOLL_RECEPTOR_CASCADES"	"MSigDB_c2_cp_reactome"	"1200"	" 107"	"  9"	"3.554823e-01"	"6.535151e-01"	"LY96 TLR5 TLR7 TLR1 TLR6 MEF2A MYD88 PPP2CA TICAM2"
"REACTOME_GLUCOSE_METABOLISM"	"MSigDB_c2_cp_reactome"	"1200"	"  55"	"  8"	"2.980764e-02"	"1.413582e-01"	"PGK1 PFKL GOT2 UGP2 MDH1 PPP2CA ALDOC PGAM1"
"REACTOME_RNA_POL_III_CHAIN_ELONGATION"	"MSigDB_c2_cp_reactome"	"1200"	"  17"	"  4"	"9.017358e-03"	"5.830558e-02"	"POLR3K POLR2K POLR2H POLR1C"
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS"	"MSigDB_c2_cp_reactome"	"1200"	"  34"	"  2"	"5.208092e-01"	"7.935646e-01"	"KCNAB1 KCNA7"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"	"MSigDB_c2_cp_reactome"	"1200"	" 467"	" 55"	"1.555335e-03"	"1.530330e-02"	"UBE2W TCEB1 PSMB7 KIF18A PSMA7 AP1S2 THEM4 RAP1A UBE2D3 DCTN3 PSMB2 CDC42 FBXO6 FBXO2 PSMC2 ANAPC4 RCHY1 PSMC4 TYROBP PSMA1 DCTN5 PSMD13 ULBP1 RAP1B CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 SEC61G CUL5 PSMA4 SPSB4 REL FBXW11 SAR1B PPP2CA PSMB6 BLMH PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 FBXO4 UBE2V2 BTLA PSMB1 CDKN1A RBX1 CUL2 TRIM36 CD274"
"REACTOME_NOD1_2_SIGNALING_PATHWAY"	"MSigDB_c2_cp_reactome"	"1200"	"  28"	"  0"	"9.040623e-01"	"9.839697e-01"	""
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	"MSigDB_c2_cp_reactome"	"1200"	" 214"	" 19"	"2.699851e-01"	"5.652784e-01"	"IL1R1 SUMO1 EIF4E2 EIF4E TEC EIF4G2 NUP43 IFNGR1 NUP37 UBE2E1 NUPL1 MYD88 EIF4A1 KPNA2 EIF4A3 RBX1 EGR1 CAMK2A IFIT2"
"REACTOME_MEIOTIC_SYNAPSIS"	"MSigDB_c2_cp_reactome"	"1200"	"  36"	"  1"	"7.964600e-01"	"9.472085e-01"	"H2AFZ"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC"	"MSigDB_c2_cp_reactome"	"1200"	"  17"	"  1"	"4.009872e-01"	"6.939182e-01"	"SAR1B"
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION"	"MSigDB_c2_cp_reactome"	"1200"	" 226"	" 40"	"5.978532e-07"	"1.895783e-05"	"UBE2W TCEB1 PSMB7 PSMA7 UBE2D3 PSMB2 FBXO6 FBXO2 PSMC2 ANAPC4 RCHY1 PSMC4 PSMA1 PSMD13 CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 SEC61G CUL5 PSMA4 SPSB4 FBXW11 SAR1B PSMB6 BLMH PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 FBXO4 UBE2V2 PSMB1 RBX1 CUL2 TRIM36"
"REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX"	"MSigDB_c2_cp_reactome"	"1200"	"  87"	" 12"	"2.095662e-02"	"1.091063e-01"	"RPL39 MAGOH RPS11 RPS3 RPS15A RPS25 PPP2CA EIF4A3 RPL30 RPS18 ETF1 RPS14"
"REACTOME_PIP3_ACTIVATES_AKT_SIGNALING"	"MSigDB_c2_cp_reactome"	"1200"	"  27"	"  2"	"3.700378e-01"	"6.702075e-01"	"THEM4 CDKN1A"
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION"	"MSigDB_c2_cp_reactome"	"1200"	" 194"	" 38"	"6.947770e-08"	"2.853715e-06"	"UBE2W TCEB1 PSMB7 PSMA7 UBE2D3 PSMB2 FBXO6 FBXO2 PSMC2 ANAPC4 RCHY1 PSMC4 PSMA1 PSMD13 CDC16 ANAPC10 PSMD6 UBE2E1 PSMC6 PSMB5 CUL5 PSMA4 SPSB4 FBXW11 PSMB6 BLMH PSMB3 PSMD12 PSMA2 PSMA6 PSMA3 PSMC1 FBXO4 UBE2V2 PSMB1 RBX1 CUL2 TRIM36"
"REACTOME_INFLAMMASOMES"	"MSigDB_c2_cp_reactome"	"1200"	"  15"	"  3"	"2.750677e-02"	"1.333926e-01"	"AIM2 P2RX7 PYCARD"
"REACTOME_POTASSIUM_CHANNELS"	"MSigDB_c2_cp_reactome"	"1200"	"  80"	"  7"	"3.114481e-01"	"6.125863e-01"	"KCNAB1 KCNA7 ABCC8 GNG2 GNGT2 KCNJ16 KCNJ2"
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS"	"MSigDB_c2_cp_reactome"	"1200"	"  42"	"  3"	"4.384874e-01"	"7.227425e-01"	"AIM2 P2RX7 PYCARD"
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS"	"MSigDB_c2_cp_reactome"	"1200"	"  28"	"  5"	"2.146080e-02"	"1.109291e-01"	"ABCC8 GNG2 GNGT2 KCNJ16 KCNJ2"
"REACTOME_AMYLOIDS"	"MSigDB_c2_cp_reactome"	"1200"	"  22"	"  2"	"2.571575e-01"	"5.464597e-01"	"H2AFZ CALCA"
